Procedure Name,Procedure Category,Visit Type Name,Visit Type Length,Department Name,Resource Name,Associated Blocks Available (all locations),OP Order Question Names,OP Order Question Prompts,OP Order Question Advised?,OP Order Question Override EDP?
MRI ABDOMEN W WO IV CONTRAST,IMG MRI ORDERABLES,MRI ABD WWO,40,"10 UNION SQ E RAD MRI
1090 AMST AVE RAD MRI
1176 5TH AVE RAD MRI
1470 MADISON AVE RAD MRI
3131 KINGS HIGHWAY RAD MRI
425 W 59TH ST RAD MRI
5 CUBA HILL RAD MRI
787 11TH AVE RAD MRI
MSB RAD MRI
MSBI RAD MRI
MSH RAD MRI
MSM RAD MRI
MSW RAD MRI
325 W 15TH ST RAD MRI
MSQ OP RAD MRI
1441 SOUTH AVE RAD MRI
MSQ IP RAD MRI
2020 WANTAGH AVE RAD MRI
MSSN RAD MRI
185 MERRICK ROAD RAD MRI","MSDUS MRI 1
MSDUS MRI 2
RA MORNINGSIDE MRI 1
RA MRI 2
RA MRI 4
RA MRI 7
BMEII MRI 12 SKYRA
BMEII MRI 3T PRISMA
BMEII MRI 7T
HESS MRI 8
HESS MRI 9
KD MRI 1
BR MRI 1
DOCCU MRI 1
JB MRI 1
MSB IP MRI 1
MSBI MRI 1
MSH MRI 8
MSH MRI 9
MSM MRI 1
MSW MRI 1
MSW MRI 2
BC MRI 1
RA MRI 1
RA MRI 3
RA MRI 5
RA MRI 6
MSQ OP MRI 1
MSW MRI 3
HESS MRI 10
DOCSI MRI 1
MSQ MRI 1
DOCWA MRI 1
MSSN MRI
MSDOR MRI","IMG CONTRAST
IMG RESEARCH
IMG Peds
IMG Anesthesia","MSHS RIS PROTOCOL QUESTION MRI ABDOMEN WWO
MSHS RIS MRI ALLERGY TO CONTRAST","Study Protocol
Does the patient have a known allergy to Gadolinium contrast?","No
Yes",
MRA ABDOMEN  W WO IV CONTRAST,IMG MRI ORDERABLES,MRA ABD WWO,40,"1441 SOUTH AVE RAD MRI
10 UNION SQ E RAD MRI
1176 5TH AVE RAD MRI
1470 MADISON AVE RAD MRI
3131 KINGS HIGHWAY RAD MRI
425 W 59TH ST RAD MRI
5 CUBA HILL RAD MRI
787 11TH AVE RAD MRI
MSB RAD MRI
MSBI RAD MRI
MSH RAD MRI
MSM RAD MRI
MSQ OP RAD MRI
MSW RAD MRI
325 W 15TH ST RAD MRI
MSQ IP RAD MRI
2020 WANTAGH AVE RAD MRI
MSSN RAD MRI
185 MERRICK ROAD RAD MRI","DOCSI MRI 1
MSDUS MRI 1
MSDUS MRI 2
RA MRI 2
RA MRI 4
RA MRI 5
RA MRI 6
RA MRI 7
BMEII MRI 12 SKYRA
BMEII MRI 3T PRISMA
HESS MRI 8
HESS MRI 9
KD MRI 1
BR MRI 1
DOCCU MRI 1
JB MRI 1
MSB IP MRI 1
MSBI MRI 1
MSH MRI 8
MSH MRI 9
MSM MRI 1
MSQ OP MRI 1
MSW MRI 1
MSW MRI 2
RA MRI 1
RA MRI 3
MSW MRI 3
BC MRI 1
HESS MRI 10
MSQ MRI 1
DOCWA MRI 1
MSSN MRI
MSDOR MRI",,"MSHS RIS MRI ALLERGY TO CONTRAST
DIAGNOSIS MRA/CTA WITHOUT CONTRAST
RENAL FUNCTION FOR MRA/CT
ABSOLUTE CONTRAINDICATIONS FOR MRA/MRI
RELATIVE/POTENTIAL CONTRAINDICATIONS FOR MRA/MRI","Does the patient have a known allergy to Gadolinium contrast?
Diagnosis
Renal Function
Absolute Contraindications
Relative/Potential Contraindications","Yes
Yes
Yes
Yes
Yes",
MRI BREAST W WO IV CONTRAST LEFT,IMG MRI ORDERABLES,MRI BREAST LEFT WWO,40,"1441 SOUTH AVE RAD MRI
1090 AMST AVE RAD MRI
325 W 15TH ST RAD MRI
425 W 59TH ST RAD MRI
5 CUBA HILL RAD MRI
787 11TH AVE RAD MRI
1176 5TH AVE RAD MRI
2020 WANTAGH AVE RAD MRI
MSSN RAD MRI
185 MERRICK ROAD RAD MRI","DOCSI MRI 1
RA MORNINGSIDE MRI 1
BC MRI 1
BR MRI 1
DOCCU MRI 1
JB MRI 1
RA MRI 1
RA MRI 2
DOCWA MRI 1
MSSN MRI
MSDOR MRI",,MSHS RIS MRI ALLERGY TO CONTRAST,Does the patient have a known allergy to Gadolinium contrast?,Yes,
MRI BREAST W WO IV CONTRAST BILATERAL,IMG MRI ORDERABLES,MRI BREAST BILAT WWO,40,"1441 SOUTH AVE RAD MRI
10 UNION SQ E RAD MRI
1176 5TH AVE RAD MRI
1090 AMST AVE RAD MRI
325 W 15TH ST RAD MRI
425 W 59TH ST RAD MRI
5 CUBA HILL RAD MRI
787 11TH AVE RAD MRI
2020 WANTAGH AVE RAD MRI
MSSN RAD MRI
185 MERRICK ROAD RAD MRI","DOCSI MRI 1
MSDUS MRI 1
RA MRI 1
RA MRI 2
RA MORNINGSIDE MRI 1
BC MRI 1
BR MRI 1
DOCCU MRI 1
JB MRI 1
DOCWA MRI 1
MSSN MRI
MSDOR MRI",,MSHS RIS MRI ALLERGY TO CONTRAST,Does the patient have a known allergy to Gadolinium contrast?,Yes,
MRI SPECTROSCOPY,IMG MRI ORDERABLES,MRI SPECTROSCOPY,40,"1441 SOUTH AVE RAD MRI
1176 5TH AVE RAD MRI
MSB RAD MRI
MSH RAD MRI
MSW RAD MRI
5 CUBA HILL RAD MRI
MSQ IP RAD MRI
2020 WANTAGH AVE RAD MRI
MSSN RAD MRI
185 MERRICK ROAD RAD MRI","DOCSI MRI 1
RA MRI 2
MSB IP MRI 1
MSH MRI 8
MSH MRI 9
MSW MRI 1
MSW MRI 2
DOCCU MRI 1
MSQ MRI 1
DOCWA MRI 1
MSSN MRI
MSDOR MRI","IMG BIOPSY
IMG Anesthesia
IMG Peds
IMG RESEARCH",,,,
MRI MANDIBLE W WO IV CONTRAST,IMG MRI ORDERABLES,MRI MANDIBLE WWO,40,"1441 SOUTH AVE RAD MRI
1090 AMST AVE RAD MRI
1176 5TH AVE RAD MRI
1470 MADISON AVE RAD MRI
5 CUBA HILL RAD MRI
787 11TH AVE RAD MRI
MSH RAD MRI
325 W 15TH ST RAD MRI
10 UNION SQ E RAD MRI
MSM RAD MRI
MSW RAD MRI
225 E 126TH ST RAD MRI
MSQ IP RAD MRI
2020 WANTAGH AVE RAD MRI
MSSN RAD MRI
185 MERRICK ROAD RAD MRI","DOCSI MRI 1
RA MORNINGSIDE MRI 1
RA MRI 1
RA MRI 2
RA MRI 3
RA MRI 4
HESS MRI 10
BMEII MRI 12 SKYRA
BMEII MRI 3T PRISMA
HESS MRI 8
HESS MRI 9
DOCCU MRI 1
JB MRI 1
MSH MRI 8
MSH MRI 9
BC MRI 1
RA MRI 5
RA MRI 6
RA MRI 7
MSDUS MRI 1
MSDUS MRI 2
MSM MRI 1
MSW MRI 3
PC MRI 1
MSW MRI 1
MSW MRI 2
MSQ MRI 1
DOCWA MRI 1
MSSN MRI
MSDOR MRI","IMG CONTRAST
IMG RESEARCH
IMG Peds
IMG Anesthesia",MSHS RIS MRI ALLERGY TO CONTRAST,Does the patient have a known allergy to Gadolinium contrast?,Yes,
MRI MANDIBLE WO IV CONTRAST,IMG MRI ORDERABLES,MRI MANDIBLE WO,20,"1441 SOUTH AVE RAD MRI
1090 AMST AVE RAD MRI
1176 5TH AVE RAD MRI
1470 MADISON AVE RAD MRI
5 CUBA HILL RAD MRI
787 11TH AVE RAD MRI
MSH RAD MRI
325 W 15TH ST RAD MRI
10 UNION SQ E RAD MRI
MSM RAD MRI
MSW RAD MRI
MSQ IP RAD MRI
2020 WANTAGH AVE RAD MRI
MSSN RAD MRI
185 MERRICK ROAD RAD MRI","DOCSI MRI 1
RA MORNINGSIDE MRI 1
RA MRI 1
RA MRI 2
RA MRI 3
RA MRI 4
HESS MRI 10
BMEII MRI 12 SKYRA
BMEII MRI 3T PRISMA
HESS MRI 8
HESS MRI 9
DOCCU MRI 1
JB MRI 1
MSH MRI 8
MSH MRI 9
BC MRI 1
RA MRI 5
RA MRI 6
RA MRI 7
MSDUS MRI 1
MSDUS MRI 2
MSM MRI 1
MSW MRI 3
MSW MRI 1
MSW MRI 2
MSQ MRI 1
DOCWA MRI 1
MSSN MRI
MSDOR MRI","IMG NON CONTRAST
IMG RESEARCH
IMG Peds
IMG Anesthesia",,,,
MRI NECK WO IV CONTRAST,IMG MRI ORDERABLES,MRI NECK WO,20,"1441 SOUTH AVE RAD MRI
325 W 15TH ST RAD MRI
10 UNION SQ E RAD MRI
1090 AMST AVE RAD MRI
1176 5TH AVE RAD MRI
1470 MADISON AVE RAD MRI
3131 KINGS HIGHWAY RAD MRI
425 W 59TH ST RAD MRI
5 CUBA HILL RAD MRI
787 11TH AVE RAD MRI
MSB RAD MRI
MSBI RAD MRI
MSH RAD MRI
MSM RAD MRI
MSW RAD MRI
MSQ IP RAD MRI
2020 WANTAGH AVE RAD MRI
MSSN RAD MRI
185 MERRICK ROAD RAD MRI","DOCSI MRI 1
BC MRI 1
MSDUS MRI 1
MSDUS MRI 2
RA MORNINGSIDE MRI 1
RA MRI 1
RA MRI 2
RA MRI 6
HESS MRI 10
BMEII MRI 12 SKYRA
BMEII MRI 3T PRISMA
BMEII MRI 7T
HESS MRI 8
HESS MRI 9
KD MRI 1
BR MRI 1
DOCCU MRI 1
JB MRI 1
MSB IP MRI 1
MSBI MRI 1
MSH MRI 8
MSH MRI 9
MSM MRI 1
MSW MRI 1
MSW MRI 2
RA MRI 3
RA MRI 4
RA MRI 5
RA MRI 7
MSW MRI 3
MSQ MRI 1
DOCWA MRI 1
MSSN MRI
MSDOR MRI","IMG NON CONTRAST
IMG RESEARCH
IMG Peds
IMG Anesthesia",,,,
MRI SINUSES WO IV CONTRAST,IMG MRI ORDERABLES,MRI SINUSES WO,20,"1441 SOUTH AVE RAD MRI
10 UNION SQ E RAD MRI
1090 AMST AVE RAD MRI
1176 5TH AVE RAD MRI
1470 MADISON AVE RAD MRI
3131 KINGS HIGHWAY RAD MRI
425 W 59TH ST RAD MRI
5 CUBA HILL RAD MRI
787 11TH AVE RAD MRI
MSB RAD MRI
MSBI RAD MRI
MSH RAD MRI
MSM RAD MRI
MSW RAD MRI
325 W 15TH ST RAD MRI
MSQ OP RAD MRI
MSQ IP RAD MRI
2020 WANTAGH AVE RAD MRI
MSSN RAD MRI
185 MERRICK ROAD RAD MRI","DOCSI MRI 1
MSDUS MRI 1
MSDUS MRI 2
RA MORNINGSIDE MRI 1
RA MRI 1
RA MRI 2
RA MRI 6
HESS MRI 10
BMEII MRI 12 SKYRA
BMEII MRI 3T PRISMA
HESS MRI 8
HESS MRI 9
KD MRI 1
BR MRI 1
DOCCU MRI 1
JB MRI 1
MSB IP MRI 1
MSBI MRI 1
MSH MRI 8
MSH MRI 9
MSM MRI 1
MSW MRI 1
MSW MRI 2
BC MRI 1
RA MRI 3
RA MRI 4
RA MRI 5
RA MRI 7
MSQ OP MRI 1
MSW MRI 3
MSQ MRI 1
DOCWA MRI 1
MSSN MRI
MSDOR MRI","IMG NON CONTRAST
IMG RESEARCH
IMG Peds
IMG Anesthesia",,,,
MRI ORBITS WO IV CONTRAST,IMG MRI ORDERABLES,MRI ORBITS WO,20,"1441 SOUTH AVE RAD MRI
10 UNION SQ E RAD MRI
1090 AMST AVE RAD MRI
1176 5TH AVE RAD MRI
1470 MADISON AVE RAD MRI
3131 KINGS HIGHWAY RAD MRI
425 W 59TH ST RAD MRI
5 CUBA HILL RAD MRI
787 11TH AVE RAD MRI
MSB RAD MRI
MSBI RAD MRI
MSH RAD MRI
MSM RAD MRI
MSW RAD MRI
325 W 15TH ST RAD MRI
MSQ OP RAD MRI
MSQ IP RAD MRI
2020 WANTAGH AVE RAD MRI
MSSN RAD MRI
185 MERRICK ROAD RAD MRI","DOCSI MRI 1
MSDUS MRI 1
MSDUS MRI 2
RA MORNINGSIDE MRI 1
RA MRI 1
RA MRI 2
RA MRI 6
HESS MRI 10
BMEII MRI 12 SKYRA
BMEII MRI 3T PRISMA
HESS MRI 8
HESS MRI 9
KD MRI 1
BR MRI 1
DOCCU MRI 1
JB MRI 1
MSB IP MRI 1
MSBI MRI 1
MSH MRI 8
MSH MRI 9
MSM MRI 1
MSW MRI 1
MSW MRI 2
BC MRI 1
RA MRI 3
RA MRI 4
RA MRI 5
RA MRI 7
MSQ OP MRI 1
MSW MRI 3
MSQ MRI 1
DOCWA MRI 1
MSSN MRI
MSDOR MRI","IMG NON CONTRAST
IMG RESEARCH
IMG Peds
IMG Anesthesia",,,,
MRI ORBITS W WO IV CONTRAST,IMG MRI ORDERABLES,MRI ORBITS WWO,40,"1441 SOUTH AVE RAD MRI
10 UNION SQ E RAD MRI
1090 AMST AVE RAD MRI
1176 5TH AVE RAD MRI
1470 MADISON AVE RAD MRI
3131 KINGS HIGHWAY RAD MRI
425 W 59TH ST RAD MRI
5 CUBA HILL RAD MRI
787 11TH AVE RAD MRI
MSB RAD MRI
MSBI RAD MRI
MSH RAD MRI
MSM RAD MRI
MSW RAD MRI
325 W 15TH ST RAD MRI
MSQ OP RAD MRI
MSQ IP RAD MRI
2020 WANTAGH AVE RAD MRI
MSSN RAD MRI
185 MERRICK ROAD RAD MRI","DOCSI MRI 1
MSDUS MRI 1
MSDUS MRI 2
RA MORNINGSIDE MRI 1
RA MRI 1
RA MRI 2
RA MRI 3
RA MRI 4
HESS MRI 10
BMEII MRI 12 SKYRA
BMEII MRI 3T PRISMA
HESS MRI 8
HESS MRI 9
KD MRI 1
BR MRI 1
DOCCU MRI 1
JB MRI 1
MSB IP MRI 1
MSBI MRI 1
MSH MRI 8
MSH MRI 9
MSM MRI 1
MSW MRI 1
MSW MRI 2
BC MRI 1
RA MRI 5
RA MRI 6
RA MRI 7
MSQ OP MRI 1
MSW MRI 3
MSQ MRI 1
DOCWA MRI 1
MSSN MRI
MSDOR MRI","IMG CONTRAST
IMG RESEARCH
IMG Peds
IMG Anesthesia",MSHS RIS MRI ALLERGY TO CONTRAST,Does the patient have a known allergy to Gadolinium contrast?,Yes,
MRI SINUSES W WO IV CONTRAST,IMG MRI ORDERABLES,MRI SINUSES WWO,40,"1441 SOUTH AVE RAD MRI
10 UNION SQ E RAD MRI
1090 AMST AVE RAD MRI
1176 5TH AVE RAD MRI
1470 MADISON AVE RAD MRI
3131 KINGS HIGHWAY RAD MRI
425 W 59TH ST RAD MRI
5 CUBA HILL RAD MRI
787 11TH AVE RAD MRI
MSB RAD MRI
MSBI RAD MRI
MSH RAD MRI
MSM RAD MRI
MSW RAD MRI
325 W 15TH ST RAD MRI
MSQ OP RAD MRI
MSQ IP RAD MRI
2020 WANTAGH AVE RAD MRI
MSSN RAD MRI
185 MERRICK ROAD RAD MRI","DOCSI MRI 1
MSDUS MRI 1
MSDUS MRI 2
RA MORNINGSIDE MRI 1
RA MRI 1
RA MRI 2
RA MRI 3
RA MRI 4
HESS MRI 10
BMEII MRI 12 SKYRA
BMEII MRI 3T PRISMA
HESS MRI 8
HESS MRI 9
KD MRI 1
BR MRI 1
DOCCU MRI 1
JB MRI 1
MSB IP MRI 1
MSBI MRI 1
MSH MRI 8
MSH MRI 9
MSM MRI 1
MSW MRI 1
MSW MRI 2
BC MRI 1
RA MRI 5
RA MRI 6
RA MRI 7
MSQ OP MRI 1
MSW MRI 3
MSQ MRI 1
DOCWA MRI 1
MSSN MRI
MSDOR MRI","IMG CONTRAST
IMG RESEARCH
IMG Peds
IMG Anesthesia",MSHS RIS MRI ALLERGY TO CONTRAST,Does the patient have a known allergy to Gadolinium contrast?,Yes,
MRI PITUITARY WO IV CONTRAST,IMG MRI ORDERABLES,MRI PITUITARY WO,20,"1441 SOUTH AVE RAD MRI
10 UNION SQ E RAD MRI
1090 AMST AVE RAD MRI
1176 5TH AVE RAD MRI
1470 MADISON AVE RAD MRI
3131 KINGS HIGHWAY RAD MRI
425 W 59TH ST RAD MRI
5 CUBA HILL RAD MRI
787 11TH AVE RAD MRI
MSB RAD MRI
MSBI RAD MRI
MSH RAD MRI
MSM RAD MRI
MSW RAD MRI
325 W 15TH ST RAD MRI
MSQ OP RAD MRI
MSQ IP RAD MRI
2020 WANTAGH AVE RAD MRI
MSSN RAD MRI
185 MERRICK ROAD RAD MRI","DOCSI MRI 1
MSDUS MRI 1
MSDUS MRI 2
RA MORNINGSIDE MRI 1
RA MRI 1
RA MRI 2
RA MRI 6
HESS MRI 10
BMEII MRI 12 SKYRA
BMEII MRI 3T PRISMA
HESS MRI 8
HESS MRI 9
KD MRI 1
BR MRI 1
DOCCU MRI 1
JB MRI 1
MSB IP MRI 1
MSBI MRI 1
MSH MRI 8
MSH MRI 9
MSM MRI 1
MSW MRI 1
MSW MRI 2
BC MRI 1
RA MRI 3
RA MRI 4
RA MRI 5
RA MRI 7
MSQ OP MRI 1
MSW MRI 3
MSQ MRI 1
DOCWA MRI 1
MSSN MRI
MSDOR MRI","IMG NON CONTRAST
IMG RESEARCH
IMG Peds
IMG Anesthesia",,,,
MRI PITUITARY W WO IV CONTRAST,IMG MRI ORDERABLES,MRI PITUITARY WWO,40,"1441 SOUTH AVE RAD MRI
10 UNION SQ E RAD MRI
1090 AMST AVE RAD MRI
1176 5TH AVE RAD MRI
1470 MADISON AVE RAD MRI
3131 KINGS HIGHWAY RAD MRI
425 W 59TH ST RAD MRI
5 CUBA HILL RAD MRI
787 11TH AVE RAD MRI
MSB RAD MRI
MSBI RAD MRI
MSH RAD MRI
MSM RAD MRI
MSW RAD MRI
325 W 15TH ST RAD MRI
MSQ OP RAD MRI
MSQ IP RAD MRI
2020 WANTAGH AVE RAD MRI
MSSN RAD MRI
185 MERRICK ROAD RAD MRI","DOCSI MRI 1
MSDUS MRI 1
MSDUS MRI 2
RA MORNINGSIDE MRI 1
RA MRI 1
RA MRI 2
RA MRI 3
RA MRI 4
HESS MRI 10
BMEII MRI 12 SKYRA
BMEII MRI 3T PRISMA
HESS MRI 8
HESS MRI 9
KD MRI 1
BR MRI 1
DOCCU MRI 1
JB MRI 1
MSB IP MRI 1
MSBI MRI 1
MSH MRI 8
MSH MRI 9
MSM MRI 1
MSW MRI 1
MSW MRI 2
BC MRI 1
RA MRI 5
RA MRI 6
RA MRI 7
MSQ OP MRI 1
MSW MRI 3
MSQ MRI 1
DOCWA MRI 1
MSSN MRI
MSDOR MRI","IMG CONTRAST
IMG RESEARCH
IMG Peds
IMG Anesthesia",MSHS RIS MRI ALLERGY TO CONTRAST,Does the patient have a known allergy to Gadolinium contrast?,Yes,
MRA CHEST WO IV CONTRAST,IMG MRI ORDERABLES,MRA CHEST WO,20,"1441 SOUTH AVE RAD MRI
10 UNION SQ E RAD MRI
1176 5TH AVE RAD MRI
1470 MADISON AVE RAD MRI
5 CUBA HILL RAD MRI
787 11TH AVE RAD MRI
MSB RAD MRI
MSBI RAD MRI
MSH RAD MRI
MSM RAD MRI
MSQ OP RAD MRI
MSW RAD MRI
325 W 15TH ST RAD MRI
MSQ IP RAD MRI
2020 WANTAGH AVE RAD MRI
MSSN RAD MRI
185 MERRICK ROAD RAD MRI","DOCSI MRI 1
MSDUS MRI 1
MSDUS MRI 2
RA MRI 6
RA MRI 7
BMEII MRI 12 SKYRA
BMEII MRI 3T PRISMA
HESS MRI 8
HESS MRI 9
DOCCU MRI 1
JB MRI 1
MSB IP MRI 1
MSBI MRI 1
MSH MRI 8
MSH MRI 9
MSM MRI 1
MSQ OP MRI 1
MSW MRI 1
MSW MRI 2
MSW MRI 3
BC MRI 1
HESS MRI 10
RA MRI 4
RA MRI 5
MSQ MRI 1
DOCWA MRI 1
MSSN MRI
MSDOR MRI","IMG NON CONTRAST
IMG RESEARCH
IMG Peds
IMG Anesthesia",,,,
MRA PELVIS W IV CONTRAST,IMG MRI ORDERABLES,MRA PEL W,40,"1441 SOUTH AVE RAD MRI
10 UNION SQ E RAD MRI
5 CUBA HILL RAD MRI
MSB RAD MRI
MSBI RAD MRI
MSH RAD MRI
MSM RAD MRI
MSQ OP RAD MRI
MSW RAD MRI
1470 MADISON AVE RAD MRI
325 W 15TH ST RAD MRI
1176 5TH AVE RAD MRI
MSQ IP RAD MRI
2020 WANTAGH AVE RAD MRI
MSSN RAD MRI
185 MERRICK ROAD RAD MRI","DOCSI MRI 1
MSDUS MRI 1
MSDUS MRI 2
DOCCU MRI 1
MSB IP MRI 1
MSBI MRI 1
MSH MRI 8
MSH MRI 9
MSM MRI 1
MSQ OP MRI 1
MSW MRI 1
MSW MRI 2
HESS MRI 8
HESS MRI 9
HESS MRI 10
BMEII MRI 12 SKYRA
BMEII MRI 3T PRISMA
MSW MRI 3
BC MRI 1
RA MRI 4
RA MRI 5
RA MRI 6
RA MRI 7
MSQ MRI 1
DOCWA MRI 1
MSSN MRI
MSDOR MRI",,MSHS RIS MRI ALLERGY TO CONTRAST,Does the patient have a known allergy to Gadolinium contrast?,Yes,
MRA PELVIS WO IV CONTRAST,IMG MRI ORDERABLES,MRA PEL WO,20,"1441 SOUTH AVE RAD MRI
10 UNION SQ E RAD MRI
1176 5TH AVE RAD MRI
1470 MADISON AVE RAD MRI
5 CUBA HILL RAD MRI
787 11TH AVE RAD MRI
MSB RAD MRI
MSBI RAD MRI
MSH RAD MRI
MSM RAD MRI
MSQ OP RAD MRI
MSW RAD MRI
325 W 15TH ST RAD MRI
MSQ IP RAD MRI
2020 WANTAGH AVE RAD MRI
MSSN RAD MRI
185 MERRICK ROAD RAD MRI","DOCSI MRI 1
MSDUS MRI 1
MSDUS MRI 2
RA MRI 6
RA MRI 7
BMEII MRI 12 SKYRA
BMEII MRI 3T PRISMA
HESS MRI 8
HESS MRI 9
DOCCU MRI 1
JB MRI 1
MSB IP MRI 1
MSBI MRI 1
MSH MRI 8
MSH MRI 9
MSM MRI 1
MSQ OP MRI 1
MSW MRI 1
MSW MRI 2
BC MRI 1
HESS MRI 10
RA MRI 4
RA MRI 5
MSW MRI 3
MSQ MRI 1
DOCWA MRI 1
MSSN MRI
MSDOR MRI","IMG NON CONTRAST
IMG RESEARCH
IMG Peds
IMG Anesthesia",,,,
MRI FOREARM LEFT WO IV CONTRAST,IMG MRI ORDERABLES,MRI FOREARM LEFT WO,40,"1441 SOUTH AVE RAD MRI
10 UNION SQ E RAD MRI
1090 AMST AVE RAD MRI
1176 5TH AVE RAD MRI
3131 KINGS HIGHWAY RAD MRI
425 W 59TH ST RAD MRI
5 CUBA HILL RAD MRI
787 11TH AVE RAD MRI
MSB RAD MRI
MSBI RAD MRI
MSH RAD MRI
MSM RAD MRI
MSW RAD MRI
325 W 15TH ST RAD MRI
MSQ OP RAD MRI
1470 MADISON AVE RAD MRI
MSQ IP RAD MRI
2020 WANTAGH AVE RAD MRI
MSSN RAD MRI
185 MERRICK ROAD RAD MRI","DOCSI MRI 1
MSDUS MRI 1
MSDUS MRI 2
RA MORNINGSIDE MRI 1
RA MRI 5
KD MRI 1
BR MRI 1
DOCCU MRI 1
JB MRI 1
MSB IP MRI 1
MSBI MRI 1
MSH MRI 8
MSH MRI 9
MSM MRI 1
MSW MRI 1
MSW MRI 2
BC MRI 1
RA MRI 2
MSQ OP MRI 1
HESS MRI 9
HESS MRI 10
BMEII MRI 12 SKYRA
BMEII MRI 3T PRISMA
HESS MRI 8
RA MRI 4
MSW MRI 3
MSQ MRI 1
DOCWA MRI 1
MSSN MRI
MSDOR MRI","IMG NON CONTRAST
IMG RESEARCH
IMG Peds
IMG Anesthesia",,,,
MRI FOREARM RIGHT WO IV CONTRAST,IMG MRI ORDERABLES,MRI FOREARM RIGHT WO,40,"1441 SOUTH AVE RAD MRI
10 UNION SQ E RAD MRI
1090 AMST AVE RAD MRI
1176 5TH AVE RAD MRI
3131 KINGS HIGHWAY RAD MRI
425 W 59TH ST RAD MRI
5 CUBA HILL RAD MRI
787 11TH AVE RAD MRI
MSB RAD MRI
MSBI RAD MRI
MSH RAD MRI
MSM RAD MRI
MSW RAD MRI
325 W 15TH ST RAD MRI
MSQ OP RAD MRI
1470 MADISON AVE RAD MRI
MSQ IP RAD MRI
2020 WANTAGH AVE RAD MRI
MSSN RAD MRI
185 MERRICK ROAD RAD MRI","DOCSI MRI 1
MSDUS MRI 1
MSDUS MRI 2
RA MORNINGSIDE MRI 1
RA MRI 5
KD MRI 1
BR MRI 1
DOCCU MRI 1
JB MRI 1
MSB IP MRI 1
MSBI MRI 1
MSH MRI 8
MSH MRI 9
MSM MRI 1
MSW MRI 1
MSW MRI 2
BC MRI 1
RA MRI 2
MSQ OP MRI 1
HESS MRI 9
HESS MRI 10
BMEII MRI 12 SKYRA
BMEII MRI 3T PRISMA
HESS MRI 8
RA MRI 4
MSW MRI 3
MSQ MRI 1
DOCWA MRI 1
MSSN MRI
MSDOR MRI","IMG NON CONTRAST
IMG RESEARCH
IMG Peds
IMG Anesthesia",,,,
MRI HAND LEFT WO IV CONTRAST,IMG MRI ORDERABLES,MRI HAND LEFT WO,40,"1441 SOUTH AVE RAD MRI
10 UNION SQ E RAD MRI
1090 AMST AVE RAD MRI
1176 5TH AVE RAD MRI
3131 KINGS HIGHWAY RAD MRI
425 W 59TH ST RAD MRI
5 CUBA HILL RAD MRI
787 11TH AVE RAD MRI
MSB RAD MRI
MSBI RAD MRI
MSH RAD MRI
MSM RAD MRI
MSW RAD MRI
325 W 15TH ST RAD MRI
MSQ OP RAD MRI
1470 MADISON AVE RAD MRI
MSQ IP RAD MRI
2020 WANTAGH AVE RAD MRI
MSSN RAD MRI
185 MERRICK ROAD RAD MRI","DOCSI MRI 1
MSDUS MRI 1
MSDUS MRI 2
RA MORNINGSIDE MRI 1
RA MRI 5
KD MRI 1
BR MRI 1
DOCCU MRI 1
JB MRI 1
MSB IP MRI 1
MSBI MRI 1
MSH MRI 8
MSH MRI 9
MSM MRI 1
MSW MRI 1
MSW MRI 2
BC MRI 1
RA MRI 2
MSQ OP MRI 1
HESS MRI 9
HESS MRI 10
MSW MRI 3
BMEII MRI 12 SKYRA
BMEII MRI 3T PRISMA
HESS MRI 8
MSQ MRI 1
DOCWA MRI 1
MSSN MRI
MSDOR MRI","IMG NON CONTRAST
IMG RESEARCH
IMG Peds
IMG Anesthesia",SPECIFY THE FINGERS,Specify the Fingers,Yes,
MRI HAND RIGHT WO IV CONTRAST,IMG MRI ORDERABLES,MRI HAND RIGHT WO,40,"1441 SOUTH AVE RAD MRI
10 UNION SQ E RAD MRI
1090 AMST AVE RAD MRI
1176 5TH AVE RAD MRI
3131 KINGS HIGHWAY RAD MRI
425 W 59TH ST RAD MRI
5 CUBA HILL RAD MRI
787 11TH AVE RAD MRI
MSB RAD MRI
MSBI RAD MRI
MSH RAD MRI
MSM RAD MRI
MSW RAD MRI
325 W 15TH ST RAD MRI
MSQ OP RAD MRI
1470 MADISON AVE RAD MRI
MSQ IP RAD MRI
2020 WANTAGH AVE RAD MRI
MSSN RAD MRI
185 MERRICK ROAD RAD MRI","DOCSI MRI 1
MSDUS MRI 1
MSDUS MRI 2
RA MORNINGSIDE MRI 1
RA MRI 5
KD MRI 1
BR MRI 1
DOCCU MRI 1
JB MRI 1
MSB IP MRI 1
MSBI MRI 1
MSH MRI 8
MSH MRI 9
MSM MRI 1
MSW MRI 1
MSW MRI 2
BC MRI 1
RA MRI 2
MSQ OP MRI 1
HESS MRI 9
HESS MRI 10
MSW MRI 3
BMEII MRI 12 SKYRA
BMEII MRI 3T PRISMA
HESS MRI 8
MSQ MRI 1
DOCWA MRI 1
MSSN MRI
MSDOR MRI","IMG NON CONTRAST
IMG RESEARCH
IMG Peds
IMG Anesthesia",SPECIFY THE FINGERS,Specify the Fingers,Yes,
